,title,abstract,link,volume
372,Eliade on diplomatic service in London,"It was in England that Mircea Eliade started writing the volume which would be published nearly a decade later as Traite d’histoire des religions (Patterns in Comparative Religion), as attested by the book's Avant-propos de l’auteur, dated ‘Oxford 1940/Paris 1948.’ Eliade also states in his autobiography (1988, p. 84) that ‘I read, took notes, and elaborated a plan of a vast synthesis of the morphology and history of religions, a synthesis I had glimpsed instantaneously in an air raid shelter during an alarm.’ In order to recreate the historical and political environment in which Eliade conceived and began to write his fundamental theoretical book, I have sketched the history of Great Britain's early involvement in World War II, the dramatic political events in Romania during Eliade's diplomatic service in London, and the British government's intrigues that held him a virtual ‘captive’ from September 1940 to February 19411",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.017,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
373,Illud tempus in Greek myth and ritual,"This article offers a re-examination of Eliade's classic theory of rituals as repetitions of archetypal events that once upon a time took place in illo tempore. I confront the theory with ancient Greek myths and rituals, showing that it does fit them to some extent, although it needs to be modified and further elaborated. The Greeks were acutely aware of the ambivalence of mythical time, and their rituals were not just meant to evoke it but to keep it off as well. In myth things typically go wrong, and the task of ritual is to correct them, repeating the archetypal mistake in a non-literal way that makes it possible to relate to the mythical while leaving it safely detached behind the boundaries of the civilized world. The Greek vision of primordial time does not necessarily contradict the myth-and-ritual pattern proposed by Eliade, but it is interesting in that it emphasizes certain features of primordiality downplayed by him, thus inviting us to reconsider the meaning of the whole conception. This is what I attempt in the second part of my paper, in which I set the problem of ritual repetition in a different methodological perspective, interpreting it in accordance with contemporary, structuralist approaches to the study of Greek religion.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.014,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
374,The notion of archetype in Eliade's writings,"The notion of archetype is of crucial importance in Eliade's historical-religious perspective, although he never provides a clear definition. The aim of this paper is to discuss the origins of the notion of archetype and clarify its meanings. Starting from the first occurrences of the term ‘archetype’ in 1937, and taking into account the issue of the relations of the Eliadean archetype with those of C.G. Jung, K. Kerenyi, A.K. Coomaraswamy and E. D’Ors, three meanings of the notion of ‘archetype’ can be identified in his works, where it is used systematically since 1942. The first of these three meanings is the ‘descriptive’ meaning (the archetype as the expression of an ‘archaic ontology’, possessing a ‘Platonic structure’); the second is the ‘existential’ meaning (the archetype as a consequence of boundary situations that a human being discovers at the moment of reaching an awareness of his or her own position in the universe); the third is the ‘morphological’ meaning (the archetype as a structural and structuring element of the religious phenomenon). In order to understand the third concept, it is necessary to address the problem of the relation between Eliade's concept, J.W. Goethe's morphology and E. Husserl's philosophical phenomenology.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.07.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
375,"Rereading Mircea Eliade's Youth Without Youth, a story of suspicion and camouflage","The article argues that Mircea Eliade's 1976 novella Youth Without Youth (which has been recently turned into a film by Francis Ford Coppola) offers an intriguing literary illustration of the concept of ‘camouflage’ so prominent in Eliade's scholarly writings. Youth Without Youth, revolving around the paradoxes of aging and of (biological) time, develops as a fantastic reverie, a mysterious gnostic parable under the appearances of a work of science fiction, and ultimately becomes a sort of rebus, made up of a large number of suggested enigmas within enigmas. It is, at the same time, an opportunity for the author to revisit phantasmatically a dramatic period of his life ‐ the year 1938. Historical reality becomes fantastic, charged with symbols and riddles. The Eliadean dialectic between the sacred and the profane is interestingly doubled in this story by a dialectic between spying and hiding, surveillance and escape, suspicion and camouflage.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.013,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
376,Hinduism and cyberspace,"Hinduism is thriving in cyberspace. In this article I consider the suitability of this environment for Hinduism. This can indicate both whether various forms of Hindu religious expression online are valid and whether Hinduism needs to undergo any radical changes as a result of its presence in cyberspace. In order to investigate this issue I consider the nature of cyberspace and then discuss a number of key aspects of Hinduism in the light of this. I conclude that, overall, cyberspace appears to be a highly suitable environment for Hinduism.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.008,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
377,‘At home in the uncanny’: Freud's account of das Unheimliche in the context of his theory of religious belief,"This paper serves as an exploration of Freud's comment that one of the functions of religious belief is to make humanity feel ‘at home in the uncanny’ (heimisch im Unheimlichen). The first section examines the context of Freud's comment within The Future of an Illusion. Attention is then shifted to Freud's essay on ‘The ‘‘Uncanny’’’, and to his conclusion that the ‘uncanny’ is the name for everything that ought to have remained secret and hidden but has come to light. A number of interpretations of the ‘at home’ remark are discussed, and it is suggested that religion might fruitfully be viewed as an attempt to come to terms with humanity's ‘transcendental homelessness’.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.04.003,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
378,The science of religious beliefs,"Why have humans, throughout history and across cultures, shown a strong tendency to believe in the existence of superhuman intentional agents and attached this belief to notions of morality, misfortune, and the creation of the world? The answer emerging from the cognitive science of religion appears to be that explicit beliefs are informed and constrained by the natural and cross-culturally recurrent operation of implicit cognitive systems. Successful god concepts resonate with the expectations of these implicit systems but also have attention-demanding and inferentially-rich properties that allow their integration into various areas of human concern. Theological concepts may deviate from these natural cognitive moorings but require special cultural scaffolding, such as Whitehouse's two Modes of Religiosity, to do so and constitute additions to, rather than replacements of the religious beliefs supported by implicit cognitive systems.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.007,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
379,"Ascription, attribution, and cognition in the study of experiences deemed religious","There have been two major approaches to the study of ‘religious experience’ in religious studies, which I refer to as the sui generis model and the ascriptive model. The sui generis model assumes, implicitly or explicitly, that there are specifically religious (or mystical or spiritual) experiences, emotions, acts, or objects; the ascriptive model assumes that there are not. I argue that the sui generis model holds little promise in terms of linking the study of religion and brain research, while the ascriptive model, presupposed by attributional theories of religion in social psychology, provides a means of linking the cognitive and cultural approaches to the study of religion. Classical attribution theories of religion [Proudfoot, W., Shaver, P., 1975. Attribution theory and the psychology of religion. Journal for the Scientific Study of Religion 14(4), 317e330; Spilka, B., Shaver, P., Kirkpatrick, L.A., 1985. A general attribution theory for the psychology of religion. Journal for the Scientific Study of Religion 24(1), 1e20], however, need to be updated in light of recent work in social cognition and social neuroscience to better understand those experiences that most challenge an attributional model: those that subjects experience as inherently religious. To get at this, we need to distinguish between attributions of causality and ascriptions of qualities; although the former are invariably conscious, something like the latter may take place below the threshold of consciousness. Psychological and neuroscientific research on involuntary experiences, such as dreaming and hallucinations, has the potential to clarify the role of conscious and non-conscious processes in the deeming of things religious.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.005,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
380,"Adaptation, evolution, and religion","Neo-Darwinian theories of religion include both nonadaptationist and adaptationist versions. Nonadaptationist versions contend that the mental architecture of the brain is wired for religious thinking but that religious concepts have piggybacked on other cognitive adaptations, especially those for agency detection. Religious concepts are not evolved biological adaptations but rather by-products of more general cognitive structures that are adaptations. Adaptationist versions concentrate on the benefits provided by religion, such as increased social cohesion and the individual benefits that stem from it, such as better physical and mental health and greater longevity. After clarifying the meaning of the terms ‘‘adaptation’’ and ‘‘adaptationism,’’ this article presents four lines of evidence in favor of the adaptationist position: (1) in the ancestral environment the role of the shaman was nearly universal and was primarily devoted to the crucial human goals of curing illness and protecting and finding vital resources; (2) religion generally has positive effects on both physical and mental health; (3) religions tend to be pro-natalist and more religious people tend to leave more offspring than less religious or nonreligious people; (4) the major world religions that evolved in the first millennium BCE during a period of major social chaos and disruption emphasized an omnipotent, transcendent God of love and mercy who offered salvation in a heavenly afterlife and released individuals from earthly suffering. None of these facts demonstrate conclusively that cognitive modules specifically oriented to supernatural agents evolved by natural selection, but they are highly suggestive and make a good inferential case.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.003,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
381,"Evoked culture, ritualization and religious rituals","This study presents an attempt to integrate two theories about ritual: the theory that McCauley and Lawson developed in Bringing Ritual to Mind; Psychological Foundations of Cultural Forms and the theory that Boyer and Lienard presented in a target article in Behavioral and Brain Sciences, ‘Why ritualized behavior in humans? Precaution systems and action‐parsing in developmental, pathological and cultural rituals' and in another article published in the American Anthropologist, ‘Whence collective rituals? A cultural selection model of ritualized behavior’.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.004,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
382,William Robertson Smith: Sociologist or theologian?,"William Robertson Smith is often considered to be the first modern sociologist of religion. I argue that Smith was truly a pioneering sociologist of religion, but of ‘‘primitive’’ and ancient religion only. He pitted primitive and ancient religion against modern religion, which for him was religion of the individual rather than of the group. I suggest that Smith's sociologising of religion, as revolutionary as it was, stops short. Where his sociology ends, his theology begins.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.009,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
383,The Buddha counsels a theist: A reading of the Tevijjasutta (Dīghanikāya 13),"The dominant culture in India in the Buddha's day, Brahmanical culture, took as axiomatic the existence of a supernatural creator deity. This deity, termed ‘Brahmā, was conceived as being ‘the all-seeing, the allpowerful, the Lord, the maker and creator, ruler, appointer and orderer, father of all that have been and will be’. Although the Buddha completely rejected such apparent metaphysical speculation as a ‘thicket of views’, he nowhere formulated a systematic repudiation of theism. In one canonical text, however, the Buddha, encountering a young Brahmin espousing theistic beliefs, gives a series of analogies and similes that help to illuminate his views on the matter. In short, the Buddha saw such a belief as being dangerously reflexive, and hence as a symptom of a debilitating conceptual and affective disorder. Thus, in the dialogue, the Buddha aims to ease this ailment of his interlocutor through a threefold strategy: (1) displaying the language usage that under girds the problem; (2) reorienting the interlocutor towards the primacy of his conceptual apparatus as the proper locus of concern; and (3) providing a practice through which the interlocutor may develop the skills necessary for conceptual and affective health. The parameters of the discussion in this sutta are wide enough to render it of relevance to contemporary debates on theism. That is, the issue at stake in the sutta may be read as being not only about a restricted local notion of deity, but about God, broadly conceived. The article contains fresh translations from the text under consideration, the Tevijjasutta of the Dīhanikāya (13).",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.09.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
384,Dwelling on the hill: Impressions of residents of two favelas in Rio de Janeiro regarding religion and public space,"Drawing on fieldwork and interviews with residents in two favelas in Rio de Janeiro, this paper argues that the concept of ‘the divided city’ (fixed and nomadic, planned and negotiated, rich and poor) allows us to make sense of these residents' views of religion and public space. Life ‘on the hill’ is characterised by a greater degree of negotiation and improvisation in all its social relations than is life below in ‘the asphalt’. This offers important insights into the success of Evangelicals [Apart from here in the abstract, references to ‘evangelicals' in the text follow Brazilian usage, i.e., a broad term including three groups of Protestants: mainstream historical churches or ‘‘evangelicos de missão’’ (Lutheran, Presbyterian, Methodist, etc); Pentecostals (Assembleia de Deus, Congregacão Cristã, Deus é Amor, etc.); and Neo-pentecostals (Igreja Universal do Reino de Deus, Igreja da Graca de Deus, Igreja Aposto lica Renascer em Cristo, etc).(S.E./C.M.)] and Pentecostals, and the relative lack of success by Catholics, in taking a lead in public activities within the community. This finding may well have broader application. However, the paper makes a theoretical and methodological qualification: because the place of religion depends on the particular history and context of the location studied, the most pressing need is for more local studies.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38
385,"Myth, identity and belonging: The Rishi of Bengal/Bangladesh","This essay discusses the politics and relevance of myth and myth making in relation to the subordination of Untouchables in South Asia. Through the case study of one particular group e the Muchi-Rishi of Bengal/ Bangladesh, traditionally skinners, leather-workers and musicians e it is argued that ex-Untouchables do not share the ideology of caste which places them on the lowest echelon of society. This is in contrast with the case of ‘Untouchable myths of origin’ offered by anthropological research (Michael Moffatt, Robert Delie`ge) in South India, Tamil Nadu. However, another set of counter-myths recounted by the Rishi, centred around the figure of Ruidas, offers an alternative which allows them to gain a self-ascribed identity. Far from engaging in a ‘theological’ struggle, the idiom of religion and myth becomes for these ‘ex- Untouchables' and subaltern groups a ‘place of resistance’ from which they can hope to better themselves also in the economic, social and political spheres, as part of their overall endeavour to achieve full human dignity. For some Rishi, this process has taken the form of a long journey from being defined an ‘Untouchable’ to becoming a Dalit.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.10.002,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
386,Comparativism in the history of religions: Some models and key issues,"The purpose of this article is to defend a specific epistemological position, which the author places in the context of twomodes of comparativismfrequently practised in the comparative studies of some culturalproductions commonly subsumed under the adjective ‘religious’. These are, on the one hand, an anthropological/analogical comparison bent upon ‘generalizing’; on the other hand, a comparison of a historical type, which looks for ‘singularities’. Both are based on the distinction between the ‘universal’ and the ‘particular’. The author distances herself fromboth positions andmakes a plea for another one, called ‘differential comparativism’,which is based on the distinction between the ‘general’ and the ‘differential’. She submits that this third approach proves to be historically and empiricallymore firmly grounded, therefore epistemologicallymore fruitful.For the historianof religions, it has notably the advantage of serving as an efficient antidote against various risks. These risks are, namely, the essentialism which is implicit in any religiously, anti-historically oriented phenomenology; an also often implicit agnosticism; an empiricismlimited to themere, a-problematic description of the so-called religious phenomena; and, last but not least, an absolute cultural relativism. This form of comparativism, called ‘differential’, has already brought about remarkable results in the History of Religions, mainly thanks to the works of the scholars of the School of Rome founded by Raffaele Pettazzoni. The latter was, indeed, the first who successfully tried to reconcile the necessity of a truly historical knowledge of civilizations with the holistic and systemic procedures of cultural and social anthropology.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.10.004,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
387,The study of religion(s) in Western Europe (I): Prehistory and history until World War II,"This essay discusses main features and developments of the study of religion(s) in Western Europe. It attempts a historical, geographical, and thematic synthesis. Part I sketches the general academic framework of the academic study of religion(s) in Western Europe and addresses the question of the (historical and conceptual) roots of this field of study. It then discusses some key dimensions of the academic institutionalization of the study of religion(s) from the 1870s to Fascism and National Socialism, addressing such issues as chairs, congresses, periodicals, textbooks and reviewing previous research. Parts II and III are to follow.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.10.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
388,Renunciation feminised? Joint renunciation of female–male pairs in Bengali Vaishnavism,"The Indic category of renunciation is generally constructed in radical opposition to that of householder/ worldly life (sam_ sāra), by actors and analysts alike. Yet, as an institution, renunciation is also traditionally modelled on householder structures. It is created through an idiom of ‘birth’ into patrilines, albeit generated through ‘guru’ rather than ‘blood’ lineages. These contrary facets of renunciation feature in the unusual Bengali Vaishnava phenomenon of joint renunciation of a femaleemale pair. On the one hand joint renunciation is ostensibly a matter of death to one (householder) patriline and of birth into another (renouncer) patriline. In this sense it is a male-oriented phenomenon, replicating householder structures. On the other hand Vaishnava renouncers also construct renunciation in opposition to householder life, that is, in terms of liminality and transcendence of categories. These characteristics are in turn identified as ‘female’ and are associated with a high valuation of women. Renunciation has often been considered a conservative or marginal force in South Asian society, although a few scholars have argued for its radical potential among subaltern groups. Studies of female renouncers have shown that the price of greater autonomy conferred by renunciation is often the virtual denial of ‘womanhood’ itself. My intention here is to highlight a shift in balance, in which renunciation is feminised in significant respects, with potentially liberating results for women. This suggests indigenous sources for ideas of gender equality or even female superiority, normally assumed to be of ‘Western’ provenance.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.007,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
389,"A case of misrepresentation: James L. Cox and Steven J. Sutcliffe, ‘‘Religious studies in Scotland: A persistent tension with divinity’’ [Religion 36 (1) (March 2006) 1e28]: A response from Religion at Stirling","A PhD student1 in our department who has a background in classical studies and is now researching the use of the World Wide Web by pagan groups was the first to see this survey on religious studies in Scotland. She felt worried at the time by the way the article misrepresented what we did at Stirling. Coming from another country to do postgraduate studies in religion here, she felt people in her country reading this journal would be given a false impression that could affect her career prospects. In particular the article stated that the typical orientation of the department at Stirling was ‘traditional textual-hermeneutical methodologies of Theology and Divinity’ when she, and subsequently the rest of us, felt this bore little relation to the breadth of what was actually being taught. Why was there no mention of the interdisciplinarity of our approach or the centrality of feminist, critical and postcolonial theory? Overall we felt there had been too little investigation of the kinds of modules which were actually being offered at undergraduate and postgraduate levels, or of the kinds of research and publications that members of the department were producing, including Fiona Darroch e not mentioned at all in the report e who at that time was and still is researching and teaching Caribbean literature and religion.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.10.016,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
390,Marginality and apostasy in the Baha'i community,"During most of Baha’i history, there have been both marginal and apostate Baha’is. This article is about a group of articulate and well-educated marginal and apostate Baha’is who first appeared in theWest about twenty-five years ago and who reached the peak of their activity in the last decade. The group's campaign against the Baha’i community brings to mind Max Scheler's description of the apostate as ‘engaged in a continuous chain of acts of revenge against his own spiritual past’. Following a terminological, methodological and ethical discussion, this article examines the phenomenon and makes six points. (1) These apostates seek to reverse the status of the Baha’i Faith from that of an ‘allegiant organisation’ to that of a ‘subversive’ one, or a ‘cult’. (2) The experiences of the apostates form a dark mirror image to those of the core members. (3) The Internet has been used extensively by these apostates to create a community of their own, thereby assisting the passage of many of them from marginality to apostasy. (4) This community has developed its own mythology, creed and salvation and has become what can perhaps be called an anti-religion. (5) Apostates have written papers and books that have been accepted by academic journals and presses. (6) If religious communities want to avoid facing attacks by apostates, it is necessary to act at an early stage of the process, as it is almost impossible to do anything later.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.008,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
391,Pilgrimage growth in the modern world: Meanings and implications,"This article examines the contemporary growth of pilgrimages. Examples are provided from variety of traditions and parts of the world, from Japan to Europe, with particular attention paid to the Shikoku and Santiago de Compostela pilgrimages that have experienced extensive growth in recent years. It also draws attention to the growing number of new pilgrimage sites that are not associated with any specific religious traditions or that have ‘New Age’ associations. While some of the factors accounting for this growth involve continuities from past eras, there are also specifically modern factors. Also considered in this article is how some modern pilgrims appear to repudiate organised religion even while visiting sites normally associated with established religious traditions. Rather than implying some form of religious revival, contemporary pilgrimage growth may, then, be seen as evidence of an increasing turn away from religion as an organised entity.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.009,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
392,Religion and Spirituality in Lonely Planet's India,"For years, the authors of the best-selling guide to India, Lonely Planet, has shaped the perspectives of many travellers. This article considers how religion is constructed as a category and how it is made relevant to travellers. I argue that ‘religion’ comes in two versions, one pertaining to the Indian hosts and one to travellers. Religion is based on tradition, faith and historical institutions, whose members, rituals and sacred sites are of interest to travellers. Spirituality has to do with the personal development of travellers and is exclusively referred to as philosophy.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.07.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
393,Prologue: Negotiating women's roles and power: The practice of world religions in contemporary Asia,"The articles that comprise this special issue make a convincing case for the importance of anthropological research in the field of gender and religion. Based upon the work of a panel presented at the 2002 annual meeting of the American Anthropological Association, these articles demonstrate the anthropological facility for moving back and forth between ‘great traditions' and local conditions. In different ways and in different contexts, these articles point to a variable pattern of ancient, local or indigenous cosmological equality and women's ritual leadership that are effaced as a result of political or cultural conquest by a literate, centralised, male-dominated ‘great tradition’. Equally important, these articles demonstrate that this effacement is rarely complete. Rather, women's power is fluid, dynamic, variable and negotiated at varying institutional and interpretive levels. These tensions illustrate how analyses of gender in religion work with different sets of issues. The first set of issues centres on women, that is, on actual persons who have varying degrees of agency within specific social situations. The second set of issues centres on what is often called ‘Woman’, a symbolic construct that conflates gender, sex and sexuality that is composed of allegory, ideology, metaphor, fantasy and projection.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.004,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
394,"Becoming a nun, becoming a man: Taiwanese Buddhist nuns' gender transformation","This article explores apparent contradictions in the gender identifications of Taiwanese Buddhist nuns. Because the texts and teachings of their tradition provide conflicting messages about women's spiritual abilities, the nuns create a complex gender cosmology as a means of accommodating textual contradictions, without rejecting any textual statements. This strategy allows the nuns to assert that they have spiritual abilities equal to those of men, without rejecting or contradicting textual statements that they do not. Without denying that they are women, and that they are therefore threatening to men, the nuns primarily identify themselves with the male gender. Compartmentalising and contextualising gender symbols allow the nuns to see themselves both as men and as women without contradiction.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.005,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
395,Divine reconciliations: The Mother of Grain and Gautama Buddha in De'ang religion,"Located in China along the boarders of China and several Southeast Asian countries, Southwestern China is characterised by ethnic diversity and the influence of various world religions, especially that of different schools of Buddhism. This article examines how the De’ang people transform the cosmological order of Theravada Buddhism to reassert the indispensable position of their indigenous agricultural goddess, the Mother of Grain. Corresponding to myths that portray the reconciliation between the goddess and Gautama Buddha, the rituals dedicated to her are performed primarily by women, while male monastic institutions participate on certain ceremonial occasions. A comparison with similar beliefs and rituals in other cultural groups in the region demonstrates that the Mother of Grain in De’ang religion offers an exceptionally strong local challenge to the male bias embedded in Buddhism. By examining the conflicts and compromises between Buddhism and the indigenous religions of Southwest China, this article analyses the complex local negotiations of gender ideologies when world religions and local beliefs are at odds.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
396,Negotiating local tradition with Taoism: Female ritual specialists in the Zhuang religion,"The introduction of Taoism to many local religions in Southwest China was instrumental to the southern expansion of imperial China. Pivotal to the hierarchy of both the Taoist celestial imperium and traditional Han Chinese society, the ideology of male dominance has likewise prevailed over a large area of this region, although in varying forms and degrees. Meanwhile, indigenous people of the region have continually and creatively negotiated their own respective worldviews with Taoism, importantly including distinct gender ideals and practices. Using religious texts and ethnographic material, this article focuses on the ritual negotiation between opposing concepts of gender: one from the Chinese imperium, the male-privileging Chinese Taoist religion introduced from the north, the other locally situated in the women-empowering religion of the Zhuang people and of many other religions across Southwest China and Southeast Asia. This article focuses on the interactions between local ideals and world religions.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.002,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
397,Defining ‘Modern’ Malay womanhood and the coexistent messages of the veil,"The gender constructions and performances of Malay women are often perceived by outside researchers as ‘shrouded under a veil’ of increasing Islamic conservatism. Urban Malay women, however, argue that women actively engage in the construction and performance of gender identities. Based on research conducted in Kuala Lumpur, Malaysia, during 2001 and 2003, this article argues that women advantageously alter, transform and utilise the constructs placed upon them by Islam, by ethnic identification and by conceptions of ‘modernity’. Often one image of ‘womanhood’ is presented and in public e an image that is socially accepted, honoured and respected e while less publicly alternative forms of ‘womanhood’ articulate individual goals and aims. Using an agent-oriented perspective, this article further includes an analysis of women's individual renegotiations of larger cultural constructs and the ways in which the tudong, or headscarf, has become a symbol by which individual women express their understanding of social position and personal freedoms in an industrialised Islamic context.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.006,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
398,Conclusion: Construction sites at the juncture of religion and gender,"The articles in this special issue offer fresh definitions of ‘new’ and ‘old’, of ‘local’ and ‘world’ religions. The themes of purity, danger and fundamentalism; female leadership, mediumship, self-sexism; and natalism and nationalism are discussed. This conclusion stresses the ‘folk’ sources of ‘mainstream’ religions, and focuses on the way the articles show women to be at the juncture of changing values concerning religion and gender, reform and fundamentalism.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.06.003,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
399,The Frazerian roots of contemporary theories of religion and violence,"The association of religion with violence rather than with peace long antedates 9/11. Among theorists of religion, the association goes back at least to J.G. Frazer, author of the classic The Golden Bough (first ed. 1890). Contemporary theorists who tie religion to violence are beholden to Frazer, even when they spurn any dependence. At the same time the function of religious violence for contemporary theorists has shifted from control over the physical world to control over the social world. That shift typifies the overall shift from a nineteenth-century approach to religion to a twentieth-century one. This article considers two of the most prominent contemporary theorists who connect religion to violence: Rene Girard and Walter Burkert. How they at once depend on Frazer and break with him is the subject of this article.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.01.006,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
400,The danger of Durkheim: Ambiguity in the theory of social effervescence,"The purpose of this article is to shed light on an ambiguity in Émile Durkheim's theory of social effervescence. Durkheim's failure to distinguish two kinds of effervescence at the heart of the religious rite has left a dangerous legacy in the study of religion. If his work is read, however, in light of René Girard's theory of the violent origins of religion, his analysis of la société can retain the distinction between the effervescence of the crowd in scapegoating and the effervescence of protecting the victims of scapegoating. This thesis is tested by briefly comparing some contemporary essays on Durkheim.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.01.007,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
401,An ‘Oedipus pattern’ in the Old Testament?,"The Oedipus myth and a scapegoat pattern have been central issues in both Walter Burkert's and Rene Girard's writings about ancient Greek religion. This article proposes the existence of a comparable pattern in the Old Testament legend about the Ark (1e2 Samuel). Together with other Old Testament narratives (David, Moses) and other ancient Near Eastern legends and rituals, these instances form a transformational network, which shows some fundamental positions in a trans-cultural scapegoat-pattern of actantial positions: king, hero, villain and scapegoat.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.01.003,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
402,Twin phobia among the Haya of Northwestern Tanzania: Interpreting it within the mimetic theory,"This essay is an attempt to interpret the Haya twins' ceremonies according to the mimetic theory proposed by Rene Girard.1 It is divided into four parts. The first part is a presentation of the Haya and their cultural relationship to the larger Bantu group of the Great Lakes region of Eastern Africa. The second part is a resume of Girard's reflections on twin phobia and the general pattern of the ‘doubles’, which triggers the crisis of distinction in society and thereby the escalation of violence. The third part is a general survey of the phenomenon of twin phobia in Africa. Twins, though a threat, are treated as a blessing and are received with respect and gratitude. But some ethnic groups in Africa brutally eliminate twins for fear that they are a curse. In the fourth and fifth parts this essay describes how twins are received among the Haya. The essay concludes with an evaluation of what this phobia entails, using Girardian mimetic theory.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.01.008,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
403,Reconciling Nuers with Dinkas: A Girardian approach to conflict resolution,"In the Sudan in the 1990s, violent conflict between the Nuers and the Dinkas, both African tribes in the South of Sudan, included rape, murder, the burning of homes and the abduction of children. This conflict ended through the Wunlit People-to-People Peace Conference, organised in 1999 by the New Sudan Council of Churches, with the support of the Sudan People's Liberation Army. In this essay the conflict and its resolution are interpreted through Rene Girard's theory of the scapegoat mechanism. The essay offers a series of guidelines for successful reconciliation. At the centre of the proceedings was the religious sacrifice of the white bull of Mabior. The resolution of the conflict confirms Girard's theory of sacrificial violence. In the author's view, Girard's theory offers a model for transforming debilitating, imitative and violent behaviours into beneficial and positive ones.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2007.01.004,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-37
