Id,Coordonnee Lambert 93 X,Coordonnee Lambert 93 Y,coordonnees décimales longitude,coordonnees décimales latitude,Region,Departement,Commune,Nom de l'intervention,Nom du site,Date début,Date fin,Periode(s),Theme(s),Type intervention
INRAPI0211,931710,6895140,6.1744855,49.1141476,Lorraine,Moselle,Metz,Îlot Sainte-Chrétienne - fouille 2009,Îlot Sainte-Chrétienne,2009-02-01,2009-09-30,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0212,"912175,18","6234379,05",5.6081879,43.1771022,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,La Ciotat,Îlot Saint-Jacques,Îlot Saint-Jacques,,,"#Moderne, Contemporain",#Cultes et pratiques funéraires,fouille
INRAPI0213,"725508,399","6292594,56",3.3165472,43.7319168,Languedoc-Roussillon,Hérault,Lodève,Immeuble Barral Quartier Cathédral,Immeuble Barral Quartier Cathédral,,,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0214,666950,6837818,2.5514311,48.6396976,Ile-de-France,Seine-et-Marne,Lieusaint,Jardin de la Méridienne,Jardin de la Méridienne,2002-01-01,2002-06-01,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0215,235872,6748449,-3.1913909,47.6725805,Bretagne,Morbihan,Belz,Kerduelland,Kerduelland,,,#Néolithique,"#Organisation sociale et politique#Peuplement, occupation espace",fouille
INRAPI0216,171212,6792622,-4.1024748,48.0198041,Bretagne,Finistère,Quimper,Kervouyec II,Kervouyec II,,,#Protohistoire,"#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0217,580848,6439008,1.4867326,45.040042,Limousin,Corrèze,Nespouls,"La Bille, El Barjou, Le Lacaud","La Bille, El Barjou, Le Lacaud",2005-06-06,2005-08-05,#Antiquité,,fouille
INRAPI0218,"892774,3693","6247180,219",5.3745826,43.2976996,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,La Bourse,La Bourse,1967-01-01,2006-12-31,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0219,327212,6651240,-1.8961864,46.8572732,Pays de la Loire,Vendée,Sallertaine,La Caillaudière,La Caillaudière,2008-10-20,2009-06-20,#Antiquité,,fouille
INRAPI0220,422487,6773139,-0.722393,47.9997565,Pays de la Loire,Mayenne,Entrammes,La Carie,La Carie,2005-07-18,2005-11-10,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0221,561537,6689816,1.1676515,47.2942024,Centre,Loir-et-Cher,Faverolles-sur-Cher,La Chapelle de Senelles,La Chapelle de Senelles,2005-03-14,2005-04-15,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0222,579618,6898536,1.3491143,49.175247,Haute-Normandie,Eure,Aubevoye,La chartreuse,La chartreuse,,,#Néolithique,"#Arts, biens de prestige#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0223,832626,6539449,4.7119941,45.9418043,Rhône-Alpes,Rhône,Anse,La Citadelle,La Citadelle,2008-01-14,2008-07-31,#Antiquité,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0224,"756542,738","6754579,48",3.7565824,47.8891713,Bourgogne,Yonne,Ligny-le-Châtel,"La Coupe au Meunier, Le Ru Carbone","La Coupe au Meunier, Le Ru Carbone",2005-03-01,2005-11-30,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0225,"774180,79","6275662,48",3.9180691,43.5761423,Languedoc-Roussillon,Hérault,Lattes,La Courgoulude,La Courgoulude,2010-04-02,2010-08-10,#Protohistoire,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique",fouille
INRAPI0226,"693315,8125","6979116,5",2.9070202,49.9106912,Picardie,Somme,Barleux,La Croisette et Sole du Bois de Marc,La Croisette et Sole du Bois de Marc,2011-04-11,2011-06-03,#Protohistoire,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0227,573180,6689969,1.3216374,47.2979093,Centre,Loir-et-Cher,Mareuil-sur-Cher,La Croix de Bagneux,La Croix de Bagneux,2004-09-13,2005-03-31,#Néolithique,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0228,701764,6808822,3.0238233,48.3796964,Ile-de-France,Seine-et-Marne,Marolles-sur-Seine,La Croix Saint-Jacques (2),La Croix Saint-Jacques (2),2004-08-09,2004-10-08,#Protohistoire,,fouille
INRAPI0229,"844242,37","6340855,78",4.8033559,44.151884,Provences-Alpes-Côte-d'Azur,Vaucluse,Orange,La Croix-Rouge,La Croix-Rouge,2005-06-01,2005-06-24,#Antiquité,,fouille
INRAPI0230,883800,6877800,5.5110559,48.9738381,Lorraine,Meuse,Lacroix-sur-Meuse,La Finotte,La Finotte,2002-06-24,2002-08-30,#Néolithique#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0231,603689,6640002,1.7359047,46.8532433,Centre,Indre,Montierchaume,La Fleuranderie,La Fleuranderie,2002-07-08,2002-08-28,#Protohistoire#Antiquité#Autres périodes,,fouille
INRAPI0232,"497686,623","6616435,479",0.3557337,46.6174864,Poitou-Charentes,Vienne,Poitiers,La Folie,La Folie,,,"#Paléolithique, Mésolithique","#Habitats, architecture, édifices#Sciences et méthodes de l'archéologie",fouille
INRAPI0233,782140,6276825,4.0167479,43.585724,Languedoc-Roussillon,Hérault,Mauguio,"La Font de Mauguio, Les Aires de Saint-Jacques","La Font de Mauguio, Les Aires de Saint-Jacques",2004-05-10,2004-06-11,"#Néolithique#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0234,938295,6671971,6.1429731,47.1053112,Franche-Comté,Doubs,Ornans,La Fontaine au Malade,La Fontaine au Malade,2002-01-09,2002-01-25,#Moyen Âge,,fouille
INRAPI0235,657833,6874469,2.424067,48.9687839,Ile-de-France,Val-d'Oise,Bonneuil-en-France,"La Fontaine Plamond, aéroport du Bourget phase 1","La Fontaine Plamond, aéroport du Bourget phase 1",2010-04-26,2010-09-03,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","#Agriculture, élevage#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Sciences et méthodes de l'archéologie#Paysage et environnement#Organisation sociale et politique#Peuplement, occupation espace#Vie quotidienne, usages",fouille
INRAPI0236,555565,6537254,1.1362931,45.919636,Limousin,Haute-Vienne,Saint-Gence,La Gagnerie,La Gagnerie,2009-04-06,2009-06-05,#Protohistoire,"#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages",fouille
INRAPI0237,430765,6802026,-0.6293115,48.2628759,Pays de la Loire,Mayenne,Moulay,La Garde,La Garde,2004-11-02,2004-12-09,#Protohistoire#Antiquité,,fouille
INRAPI0238,627940,6778029,2.0319575,48.0986594,Centre,Loiret,Neuville-aux-Bois,La Grande Route (A19-C1),La Grande Route (A19-C1),2006-04-01,2006-07-31,#Protohistoire,,fouille
INRAPI0239,352870,6781684,-1.6610034,48.0433042,Bretagne,Ille-et-Vilaine,Noyal-Châtillon-sur-Seiche,La Guyomerais,La Guyomerais,2012-03-12,2012-09-14,#Antiquité,"#Agriculture, élevage#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0240,860500,6876400,5.1923783,48.9674936,Lorraine,Meuse,Beausite,La Hachie,La Hachie,2001-09-01,2002-08-12,#Néolithique#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0241,"864765,147","6877794,702",5.2511507,48.9789512,Lorraine,Meuse,Les Trois-Domaines,La Hachie,La Hachie,2001-09-10,2002-08-15,#Néolithique#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0242,"710922,2506","7056078,096",3.1540212,50.6016691,Nord-Pas-de-Calais,Nord,Villeneuve-d'Ascq,"La Haute Borne, lot B","La Haute Borne, lot B",2004-08-23,2004-09-30,#Protohistoire#Antiquité,,fouille
INRAPI0243,"711133,1377","7056373,179",3.1570033,50.6043137,Nord-Pas-de-Calais,Nord,Villeneuve-d'Ascq,"La Haute Borne, lot C ouest","La Haute Borne, lot C ouest",2004-04-05,2004-05-19,#Protohistoire#Antiquité,,fouille
INRAPI0244,571776,6689401,1.3032238,47.292527,Centre,Loir-et-Cher,Mareuil-sur-Cher,La Jahonnière,La Jahonnière,2004-02-04,2004-03-22,"#Néolithique#Protohistoire#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0245,347070,6966785,-1.892494,49.7016752,Basse-Normandie,Manche,Omonville-la-Petite,La Jupinerie,La Jupinerie,2003-08-25,2003-09-26,#Néolithique#Protohistoire,,fouille
INRAPI0246,837820,6378927,4.7335359,44.495788,Rhône-Alpes,Drôme,Châteauneuf-du-Rhône,La Labre,La Labre,2006-03-27,2006-06-30,#Protohistoire#Antiquité,,fouille
INRAPI0247,336162,6746750,-1.8559806,47.7204215,Bretagne,Ille-et-Vilaine,Langon,La Lande du Moulin,La Lande du Moulin,2006-01-09,2006-03-09,#Néolithique,,fouille
INRAPI0248,"719878,93","6243819,23",3.2448121,43.2932648,Languedoc-Roussillon,Hérault,Sauvian,La Lesse-Espagnac,La Lesse-Espagnac,2008-11-05,2009-03-03,#Néolithique#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0249,618202,6755905,1.9052748,47.8984354,Centre,Loiret,Orléans,La Loire,La Loire,1971-01-01,2005-12-31,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages",fouille
INRAPI0250,787050,6802020,4.1741809,48.3126782,Champagne-Ardenne,Aube,Bouranton,La Louvière,La Louvière,2004-08-09,2004-10-03,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0251,"735631,1","6280132,77",3.4412986,43.6193486,Languedoc-Roussillon,Hérault,Aigues-Vives,La Madeleine,La Madeleine,2003-11-24,2004-02-27,#Antiquité#Moyen Âge,,fouille
INRAPI0252,566700,6982000,1.1451392,49.9225643,Haute-Normandie,Seine-Maritime,Grèges,La Maison Blanche,La Maison Blanche,,2013-08-30,,,fouille
INRAPI0253,707538,7010015,3.1054306,50.1881962,Nord-Pas-de-Calais,Pas-de-Calais,Bourlon,La Maladrerie,La Maladrerie,2010-05-10,2010-08-13,"#Protohistoire#Antiquité#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0254,679684,6874182,2.7225263,48.967265,Ile-de-France,Seine-et-Marne,Messy,La Mare au Roi,La Mare au Roi,2001-12-01,2002-03-01,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0255,698790,6941867,2.9832781,49.5760429,Picardie,Oise,Noyon,La Mare aux Canards,La Mare aux Canards,2011-06-14,2012-06-15,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0256,506666,6935633,0.3321021,49.4906633,Haute-Normandie,Seine-Maritime,Saint-Vigor-d'Ymonville,La Mare des Mares (carrière Lafarge tranche 4),La Mare des Mares (carrière Lafarge tranche 4),2002-03-04,2002-11-16,#Néolithique#Protohistoire#Antiquité,,fouille
INRAPI0257,700948,6873503,3.0129462,48.9614795,Ile-de-France,Seine-et-Marne,Changis-sur-Marne,La Pelle à four,La Pelle à four,2004-05-15,2004-12-07,#Protohistoire,,fouille
INRAPI0258,701095,6873399,3.0149534,48.960544,Ile-de-France,Seine-et-Marne,Changis-sur-Marne,La Pelle à four sud,La Pelle à four sud,2004-09-01,2004-12-07,#Protohistoire,,fouille
INRAPI0259,599165,6805175,1.6391799,48.3390697,Centre,Eure-et-Loir,Allonnes,"La Petite Contrée, secteur 3","La Petite Contrée, secteur 3",2010-08-16,2010-10-08,#Néolithique#Protohistoire#Antiquité,"#Agriculture, élevage#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0260,"849595,301","6694498,313",4.9811626,47.3339221,Bourgogne,Côte-d'Or,Plombières-lès-Dijon,La Peute Combe,La Peute Combe,2009-05-04,2009-12-24,,,fouille
INRAPI0261,573931,6690162,1.3315194,47.2997896,Centre,Loir-et-Cher,Thésée,La Pichonnerie,La Pichonnerie,2004-07-25,2004-09-10,#Néolithique#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0262,613460,6771391,1.8387725,48.0371746,Centre,Loiret,Chevilly,La Pièce de Chameul (A19 - A2-7),La Pièce de Chameul (A19 - A2-7),2006-08-01,2007-01-31,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0263,831940,6841530,4.7916018,48.6604667,Champagne-Ardenne,Haute-Marne,Perthes,La Pièce des Essarts,La Pièce des Essarts,2002-04-15,2002-09-30,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0264,577070,6794480,1.3441026,48.2390632,Centre,Eure-et-Loir,Alluyes,La Pierre Aiguë,La Pierre Aiguë,,,,,fouille
INRAPI0265,"754227,303","6920714,881",3.7466209,49.383633,Picardie,Aisne,Beaurieux,La Plaine,La Plaine,2006-05-22,2006-07-21,#Néolithique,,fouille
INRAPI0266,585930,6895600,1.4364492,49.1500111,Haute-Normandie,Eure,Notre-Dame-de-l'Isle,La plaine du moulin à vent,La plaine du moulin à vent,2006-02-08,2006-05-08,#Protohistoire,,fouille
INRAPI0267,671197,6830668,2.6095521,48.5755863,Ile-de-France,Seine-et-Marne,Cesson,La Plaine du Moulin à Vent - fouille 2009,La Plaine du Moulin à Vent - fouille 2009,2009-06-15,2009-10-15,,,fouille
INRAPI0268,582000,6902000,1.3807971,49.2068263,Haute-Normandie,Eure,Bouafles,La Plante à Tabac,La Plante à Tabac,2003-05-05,2003-07-18,#Néolithique,,fouille
INRAPI0269,"726802,406","6956418,595",3.3713453,49.7062379,Picardie,Aisne,Vendeuil,La Prairie de Montigny,La Prairie de Montigny,,,#Néolithique,#Cultes et pratiques funéraires#Échange et transport#Paysage et environnement,fouille
INRAPI0270,"736551,98","7024454,6",3.5125401,50.3168308,Nord-Pas-de-Calais,Nord,Famars,La Rhonelle,La Rhonelle,,,#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0271,651751,6574178,2.3735392,46.2657584,Limousin,Creuse,Nouhant,La Ribière,La Ribière,2007-02-26,2007-05-04,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0272,556628,6528105,1.1527656,45.8374977,Limousin,Haute-Vienne,Verneuil-sur-Vienne,La Rivaille,La Rivaille,2005-03-29,2005-04-15,#Protohistoire,,fouille
INRAPI0273,694135,6971462,2.9185252,49.8419355,Picardie,Somme,Cizancourt,La Sole des Galets,La Sole des Galets,2010-03-15,2010-06-16,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0274,694149,6970761,2.9187298,49.8356379,Picardie,Somme,Cizancourt,La Sole des Galets et Vallée Madeleine,La Sole des Galets et Vallée Madeleine,2010-03-08,2010-04-02,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Échange et transport#Peuplement, occupation espace",fouille
INRAPI0275,694073,6972156,2.9176539,49.8481697,Picardie,Somme,Saint-Christ-Briost,La Terrière,La Terrière,2010-06-21,2010-07-02,#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0276,978800,6869900,6.8020765,48.868707,Lorraine,Moselle,Bassing,La Tête d'Or,La Tête d'Or,2010-03-01,2010-07-31,#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0277,312673,6682653,-2.1133003,47.1312383,Pays de la Loire,Loire-Atlantique,Pornic,La Tocnaye,La Tocnaye,2004-04-01,2004-06-30,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0278,355009,6797669,-1.6449601,48.188028,Bretagne,Ille-et-Vilaine,Betton,La Touche Nicoul,La Touche Nicoul,2004-11-29,2004-12-17,,,fouille
INRAPI0279,538558,6691486,0.8630991,47.3040329,Centre,Indre-et-Loire,Athée-sur-Cher,La Tour du Brandon,La Tour du Brandon,2005-02-01,2005-03-01,"#Protohistoire#Antiquité#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0280,"632528,616","6970372,288",2.0629319,49.8285761,Picardie,Somme,Fresnoy-au-Val,La Trannoye,La Trannoye,2002-05-02,2002-09-30,#Néolithique,,fouille
INRAPI0281,"896093,82","6294355,28",5.4333478,43.7210301,Provences-Alpes-Côte-d'Azur,Vaucluse,Villelaure,La Tuilière,La Tuilière,,,#Antiquité,"#Arts, biens de prestige#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0282,"707904,9375","7010510,5",3.1105725,50.1926412,Nord-Pas-de-Calais,Pas-de-Calais,Bourlon,La Vallée de Marquion,La Vallée de Marquion,2011-05-04,2011-10-07,#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0283,"611016,366","6917131,949",1.7756681,49.3475305,Picardie,Oise,Sérifontaine,La Vigne,La Vigne,2005-01-31,2005-02-04,#Néolithique#Protohistoire,,fouille
INRAPI0284,352069,6789660,-1.6780709,48.114526,Bretagne,Ille-et-Vilaine,Rennes,"La visitation, un quartier de la ville antique de Rennes","La visitation, un quartier de la ville antique de Rennes",2004-07-17,2004-12-20,#Antiquité,,fouille
INRAPI0285,428439,6268385,-0.3551681,43.46263,Aquitaine,Pyrénées-Atlantiques,Argelos,Labarthe 3,Labarthe 3,2009-04-06,2009-05-07,"#Protohistoire#Antiquité#Moderne, Contemporain","#Agriculture, élevage#Industrie, artisanat",fouille
INRAPI0286,701284,6675238,3.0169534,47.1774245,Bourgogne,Nièvre,La Charité-sur-Loire,L'abbaye,L'abbaye,2003-02-28,2003-04-30,#Moyen Âge,#Cultes et pratiques funéraires,fouille
INRAPI0287,"869668,97","6685851,154",5.24362,47.2512707,Bourgogne,Côte-d'Or,Labergement-Foigney,Labergement-Foigney Champs Cottin,Labergement-Foigney Champs Cottin,2012-09-01,,#Antiquité,"#Agriculture, élevage#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0288,"616455,513","6761304,299",1.8808801,47.9468015,Centre,Loiret,Saran,Lac de la Médecinerie,Lac de la Médecinerie,,,,,fouille
INRAPI0289,440860,6376665,-0.2570314,44.4409266,Aquitaine,Gironde,Lignan-de-Bazas,L'Ambrot,L'Ambrot,2008-10-13,2008-12-19,"#Protohistoire#Antiquité#Moderne, Contemporain","#Agriculture, élevage#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0290,"765689,916","6416460,572",3.8313384,44.8442008,Auvergne,Haute-Loire,Landos,Landos St-Félix,Landos St-Félix,2003-03-25,2003-05-29,#Antiquité#Moyen Âge,"#Arts, biens de prestige#Cultes et pratiques funéraires",fouille
INRAPI0291,932400,6896200,6.1845138,49.1234205,Lorraine,Moselle,Metz,Larry,Larry,,,#Antiquité,"#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0292,516655,6285471,0.7279345,43.644541,Midi-Pyrénées,Gers,Marsan,Lasserre,Lasserre,2008-01-08,2008-06-13,#Moyen Âge,,fouille
INRAPI0293,"726585,008","6958166,957",3.3684463,49.7219563,Picardie,Aisne,Vendeuil,Le Bacquet d'Oise,Le Bacquet d'Oise,2012-05-14,2012-10-26,#Moyen Âge,"#Chasse, pêche, cueillette#Paysage et environnement#Vie quotidienne, usages",fouille
INRAPI0294,358588,6624175,-1.4649385,46.6307423,Pays de la Loire,Vendée,Aubigny,Le Baillargeau,Le Baillargeau,2006-08-01,2006-10-13,#Protohistoire,,fouille
INRAPI0295,"1034969,07","6293905,18",7.1538508,43.6648722,Provences-Alpes-Côte-d'Azur,Alpes Maritimes,Cagnes-sur-Mer,Le Béal II,Le Béal II,2008-02-11,2008-04-12,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Industrie, artisanat",fouille
INRAPI0296,709525,7015663,3.1333552,50.2388858,Nord-Pas-de-Calais,Pas-de-Calais,Oisy-le-Verger,Le Bois de Bloquières,Le Bois de Bloquières,2010-06-21,2010-07-02,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0297,565938,6690329,1.2257196,47.2997241,Centre,Loir-et-Cher,Angé,Le Bois de la Faix,Le Bois de la Faix,2005-02-17,2005-04-30,#Protohistoire,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0298,"743356,912","6892529,784",3.5940405,49.1310953,Picardie,Aisne,Ronchères,Le Bois de la Forge,Le Bois de la Forge,2002-06-01,2002-12-31,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0299,547822,6689737,0.986256,47.2904847,Centre,Indre-et-Loire,Sublaines,Le Bois Gaulpied et Le Grand Ormeau,Le Bois Gaulpied et Le Grand Ormeau,2012-07-23,2012-09-26,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0300,366298,6788185,-1.4860511,48.1087013,Bretagne,Ille-et-Vilaine,Brécé,Le Bourg,Le Bourg,2004-05-11,2004-05-27,#Antiquité,,fouille
INRAPI0301,526715,6530511,0.7666716,45.8521971,Poitou-Charentes,Charente,Chassenon,Le Bourg antique,Bourg de Chassenon,2012-08-27,2012-10-31,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0302,548100,6896600,0.9177646,49.1511483,Haute-Normandie,Eure,Crosville-la-Vieille,Le Bout du Val,Le Bout du Val,2004-06-02,2004-06-25,#Protohistoire,,fouille
INRAPI0303,537819,6691502,0.8533165,47.3039964,Centre,Indre-et-Loire,Athée-sur-Cher,Le Brandon,Le Brandon,2005-01-01,2005-02-01,"#Protohistoire#Antiquité#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0304,664602,6834711,2.5198202,48.6116264,Ile-de-France,Essonne,Saint-Pierre-du-Perray,"Le Buisson Ribeau, Lac VIII","Le Buisson Ribeau, Lac VIII",,,#Antiquité,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0305,"705683,565","6922434,437",3.0782791,49.4013683,Picardie,Oise,Attichy,Le Buissonnet,Le Buissonnet,,,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0306,571513,6689387,1.2997486,47.29235,Centre,Loir-et-Cher,Mareuil-sur-Cher,Le Casseux,Le Casseux,2005-04-04,2005-06-03,#Néolithique,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0307,"773045,12","6274642,69",3.9038707,43.5670853,Languedoc-Roussillon,Hérault,Lattes,Le Castrum,Le Castrum,2002-09-30,2002-11-15,#Autres périodes,,fouille
INRAPI0308,1005300,6793600,7.1087395,48.1712571,Alsace,Haut-Rhin,Le Bonhomme,Le Cerisier,Le Cerisier,2004-06-16,2004-06-24,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0309,665886,6834373,2.5372644,48.6086551,Ile-de-France,Seine-et-Marne,Lieusaint,Le Champtier à Cailles,Le Champtier à Cailles,2006-06-26,2006-12-12,#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0310,"985825,13","6248158,18",6.5200417,43.2752544,Provences-Alpes-Côte-d'Azur,Var,Grimaud,Le Château,Le Château,2002-06-17,2002-06-28,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0311,"695131,682","7052138,23",2.9313971,50.5663858,Nord-Pas-de-Calais,Nord,Wavrin,Le Château du Bourg,Le Château du Bourg,2004-09-13,2004-12-20,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0312,546450,6689991,0.9680221,47.2924542,Centre,Indre-et-Loire,Bléré,Le Chemin d'Espagne,Le Chemin d'Espagne,2004-07-19,2004-08-13,"#Antiquité#Moyen Âge#Moderne, Contemporain",#Échange et transport,fouille
INRAPI0313,"428935,78","6915610,38",-0.7261331,49.2825524,Basse-Normandie,Calvados,Vaucelles,Le Chemin du Moulin Morin,Le Chemin du Moulin Morin,2013-04-29,2013-06-28,#Néolithique#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0314,579245,6897795,1.3442136,49.1685163,Haute-Normandie,Eure,Aubevoye,Le Chemin Vert,Le Chemin Vert,2003-03-24,2003-03-31,#Antiquité#Moyen Âge,,fouille
INRAPI0315,"669843,836","6901018,675",2.5862117,49.2081709,Picardie,Oise,Senlis,Le cimetière médiéval Saint-Rieul,Le cimetière médiéval Saint-Rieul,2007-03-12,2007-05-15,"#Moyen Âge#Moderne, Contemporain",#Cultes et pratiques funéraires,fouille
INRAPI0316,826803,6383106,4.5960629,44.5354907,Rhône-Alpes,Ardèche,Alba-la-Romaine,Le Clos,Le Clos,2005-07-20,2005-07-29,#Antiquité,,fouille
INRAPI0317,"1031659,284","6844943,344",7.5021068,48.6195646,Alsace,Bas-Rhin,Marlenheim,Le Clos du Marlenberg,Le Clos du Marlenberg,2007-08-06,2008-01-09,#Néolithique#Protohistoire#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0318,284116,6828878,-2.6264162,48.4267776,Bretagne,Côtes-d'Armor,Quessoy,Le Clos Maillard,Le Clos Maillard,2003-08-04,2003-09-09,#Protohistoire,,fouille
INRAPI0319,565500,6881300,1.1610741,49.0175079,Haute-Normandie,Eure,Évreux,Le Clos-au-Duc,Le Clos-au-Duc,2002-08-05,2003-03-30,#Antiquité,,fouille
INRAPI0320,"714639,21","6252083,98",3.1805171,43.3677401,Languedoc-Roussillon,Hérault,Béziers,Le Crès Néolithique II,Le Crès Néolithique II,,,#Néolithique,#Cultes et pratiques funéraires,fouille
INRAPI0321,658143,6796782,2.4358813,48.2700283,Ile-de-France,Seine-et-Marne,Buthiers,Le dessus-de-Rochefort,Le dessus-de-Rochefort,2003-08-01,2003-10-30,#Protohistoire,,fouille
INRAPI0322,706571,7008680,3.0918839,50.1762188,Nord-Pas-de-Calais,Pas-de-Calais,Sains-lès-Marquion,Le Dièvre,Le Dièvre,2010-08-17,2010-09-17,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0323,453514,6895121,-0.37667,49.1084674,Basse-Normandie,Calvados,Saint-Martin-de-Fontenay,Le Diguet 1,Le Diguet 1,2003-04-04,2003-04-18,#Néolithique#Protohistoire,,fouille
INRAPI0324,911600,6878700,5.8909895,48.973377,Lorraine,Meurthe-et-Moselle,Jaulny,Le Fey,Le Fey,2002-10-14,2002-10-30,#Antiquité,#Cultes et pratiques funéraires,fouille
INRAPI0325,573280,6902360,1.2610694,49.2083952,Haute-Normandie,Eure,Muids,Le Gorgeon des Rues 2,Le Gorgeon des Rues 2,2003-08-25,2003-10-22,#Néolithique#Antiquité,,fouille
INRAPI0326,349064,6601669,-1.572193,46.4235151,Pays de la Loire,Vendée,Jard-sur-Mer,Le Grand Essart,Le Grand Essart,2007-01-10,2007-06-30,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
