"TCP ID","Author","Title","Date","Imprint","Lang.","Keywords","ESTC","STC/Wing"
"A58750","T. S.","A yoke for the Roman-bulls Being a poem written on the royal proclamation for exiling popish-priests and Jesuits, &c. To which is added, A telescope for the new astrologers: or, A looking-glass for the staring star-gazers. Wherein is a reply to the libellious and seditious censurers of the late fire in the City of London. By T. S. Licensed according to authority, the 7th. of Decemb. 1666.","1666.","Printed for S. Speed, at the sign of the Rain-Bow in Fleet-street,","eng","Catholic Church -- Controversial literature -- Poetry -- Early works to 1800. Astrology -- Poetry -- Early works to 1800.","R219811","S187"
"A59168","Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","The fourscore and eleventh epistle of Lucius Annæus Seneca the philosopher written vpon occasion of the sudden burning of lions in France : translated out of the original into English verse.","1666.","Printed by William Godbid,","eng","","R10480","S2511"
"A59229","Sergeant, John, 1622-1707.","A letter of thanks from the author of Sure-footing to his answerer Mr. J.T.","1666.","[s.n.],","eng","Tillotson, John, 1630-1694. -- Rule of faith.","R10529","S2575"
"A59325","Settle, Elkanah, 1648-1724.","Mare clausum: or A ransack for the Dutch May 23. 1666. By E.S. Gent. Licensed, May 30. 1666.","1666.","printed by Peter Lillicrap, for John Million, at the Man in the Moon in the Little Old Baly,","eng","","R221090","S2699"
"A59608","Shaw, Samuel, 1635-1696.","The voice of one crying in a wilderness, or, The business of a Christian, both antecedaneous to, concomitant of, and consequent upon, a sore and heavy visitation represented in several sermons / first preacht to his own family, lying under such visitation, and now made publike as a thank-offering to the Lord his healer by S.S. ...","1666.","[s.n.],","eng","Church of England -- Sermons. Sermons, English -- 17th century.","R33876","S3046"
"A59614","","The Shee-devil of Petticoat-Lane, or, A true and perfect relation of a sad accident which befel Mr. Freeland at the Kings-head in Petticoat-Lane near White-Chappel-Bars on Friday last, Jully 20, 1666 occasioned (as it is supposed) by a maid servant living in the house, who upon cause thereof was searched by the neighbour women, and what was the effects thereof.","1666.","Printed by Peter Lillicrap,","eng","Witchcraft -- Great Britain.","R25623","S3052"
"A60250","","An edifieing wonder, of two children dyeing 100 yeares old or A short account of the last houres of Susanna Bickes (in the 14 yeare of her age) before her death. Septemb. 1. 1664. Also of Jacob Bickes her brother of 7. yeares old. Aug. 6. 1664.","Printed in the year 1666.","s.n.],","eng","Bicks, Susannah, 1650-1664 -- Early works to 1800. Bicks, Jacob, 1657-1664 -- Early works to 1800.","R221484","S3807A"
"A60482","Smith, John, 1630-1679.","Gērochomia vasilikē King Solomons portraiture of old age : wherein is contained a sacred anatomy both of soul and body, and a perfect account of the infirmities of age, incident to them both : and all those mystical and ænigmatical symptomes expressed in the six former verses of the 12th chapter of Ecclesiastes, are here paraphrased upon and made plain and easie to a mean capacity / by John Smith ...","1666.","Printed by J. Hayes for S. Thomson ...,","eng","Bible. -- O.T. -- Ecclesiastes XII, 1-6 -- Paraphrases, English.","R22883","S4114"
"A60606","Smith, William, fl. 1660-1686.","A poem on the famous ship called the Loyal London Begun at the charge of the Right Honourable the Lord Mayor, aldermen, and commoners of the city of London, in the year 1665. and lanched June 10. 1666. which they presented to His Majesty as a testimony of their loyalty and dutiful affection; and built at Deptford by Captain Taylor. By William Smith.","1666.","printed for Nath: Brook, at the Angel in Cornhill,","eng","Ships -- Poetry -- Early works to 1800.","R221515","S4277"
"A60948","South, Robert, 1634-1716.","A sermon preached at Lambeth-Chappel on the 25th of November, upon the consecration of the Right Reverend Father in God, Dr John Dolben, Lord Bishop of Rochester by Robert South ...","1666.","Savoy, Printed by Tho. Newcomb for William Nott ...,","eng","Dolben, John, 1625-1686. Bible. -- N.T. -- Titus II, 15 -- Sermons.","R10014","S4739"
"A61206","Spurstowe, William, 1605?-1666.","Satana noēmata, or, The wiles of Satan in a discourse upon 2 Cor. 2. 11 / by William Spurstow ...","1666.","[s.n.],","eng","Bible. -- N.T. -- Corinthians, 2nd, II, 11 -- Criticism, interpretation, etc. Devil -- Early works to 1800.","R22598","S5096"
"A61207","Spurstowe, William, 1605?-1666.","The spiritual chymist, or, Six decads of divine meditations on several subjects by William Spurstow ...","1666.","[s.n.],","eng","Meditations -- Early works to 1800. Devotional literature -- Early works to 1800.","R22598","S5097"
"A61503","Sancroft, William, 1617-1693.","Lex ignea, or, The school of righteousness a sermon preached before the King, Octob. 10, 1666, at the solemn fast appointed for the late fire in London / by William Sandcroft ...","[1666].","Printed for R. Pawlett ...,","eng","London (England) -- Fire, 1666 -- Sermons.","R14856","S553"
"A61594","Stillingfleet, Edward, 1635-1699.","A reply to Mr. J.S. his 3d. appendix containing some animadversions on the book entituled, A rational account of the grounds of Protestant religion. By Ed. Stillingfleet B.D.","1666.","printed by R.W. for Henry Mortlock at the sign of the Phœnix in St. Paul's Church-yard near the little North-door,","eng","Sergeant, John, 1622-1707. -- Sure-footing in Christianity. Catholic Church -- Controversial literature -- Early works to 1800.","R34612","S5630"
"A61600","Stillingfleet, Edward, 1635-1699.","A sermon preached before the honourable House of Commons at St. Margarets Westminster, Octob. 10, 1666 being the fast-day appointed for the late dreadfull fire in the city of London / by Edward Stillingfleet ...","1666.","Printed by Robert White for Henry Mortlock ...,","eng","Bible. -- O.T. -- Amos IV, 11 -- Sermons. Fast-day sermons.","R34613","S5639"
"A61867","Sanderson, Robert, 1587-1663.","Five cases of conscience occasionally determined by a late learned hand.","1666.","Printed by E.C. for Henry Brome ...,","eng","Christian life -- Early works to 1800.","R15053","S603"
"A61891","Stubbe, Henry, 1632-1676.","The miraculous conformist, or, An account of severall marvailous cures performed by the stroking of the hands of Mr. Valentine Greatarick with a physicall discourse thereupon ... / by Henry Stubbe.","1666.","Printed by H. Hall for Ric: Davis,","eng","Greatrakes, Valentine, 1629-1683. Healers -- England.","R28187","S6062"
"A61929","Furly, John, 1618-1686.","The Substance of a letter sent to the magistrates of Colchester, or, A hue and cry sent after a ridiculous and scandalous paper put forth by a cheating, wicked, and deceitful woman that subscribes her self Sarah Hayward and is there in prison, being apprehended, examined and committed the 22 of the 2d month, 1666, being then found in divers lies and contradictions upon her examination / given forth for the clearing of the innocency of the people called Quakers.","1666.","s.n.],","eng","Hayward, Sarah. Society of Friends -- Apologetic works.","R27506","S6108"
"A61956","Sudell, Nicholas.","Mulierum amicus: or, The womans friend plainly discovering all those diseases that are incident to that sex only, and advising them to cure, either 1. By those receipts prescribed. Or, 2. By certain secret arcanums and specifical medicines. The author hereof living at the sign of the Golden Ball and Flower-Pot in Mark-Lane in Tower-street, and is lycensiate in physick, and student in chymistry; known commonly by the name of Nich. Sudell.","1666.","Printed for the author, and is to be sold by J. Hancock in Popes-head-Alley in the year,","eng","Women -- Diseases -- Early works to 1800. Gynecology -- Formulae, receipts, prescriptions -- Early works to 1800.","R222116","S6143"
"A62436","Thomson, George, 17th cent.","Loimotomia, or, The pest anatomized in these following particulars, Viz. 1. The material cause of the pest, 2. The efficient cause of the pest, 3. The subject part of the pest, 4. The signs of the pest, 5. An historical account of the dissections of a pestilential body by the author, and the consequences thereof, 6. Reflections and observations on the fore-said dissection, 7. Directions preservative and curative against the pest : together with the authors apology against the calumnies of the Galenists, and a word to Mr. Nath. Hodges, concerning his late Vindiciae medicinae / by George Thomson.","1666.","Printed for Nath. Crouch ...,","eng","Hodges, Nathaniel, 1629-1688. -- Vindiciae medicinae et medicorum. Plague.","R1148","T1027"
"A63370","","A True and exact relation of the most dreadful and remarkable fires [...]e happened since the reign of King William the Conqueror, to this present year 1666 : in the cities of London and Westminster and other parts of England.","1666.","Printed by B.W. ...,","eng","Fires -- England -- Early works to 1800.","R34669","T2453"
"A63431","","A True and perfect narrative of the great and signal success of a part of His Majesties fleet under His Highness Prince Rupert, and His Grace the Duke of Albemarle : burning one hundred and sixty Dutch ships within the Ulie, as also the town of Brandaris upon the island of Schelling, by some commanded men under the conduct of Sir Robert Holmes, the eighth and ninth of this instant August : published by especial command.","1666.","Printed by Tho. Newcomb ...,","eng","Naval battles. Great Britain -- History, Naval.","R10701","T2532"
"A63571","","A True narrative of the engagement between His Majesties fleet and that of Holland, begun June the first, 1666, at two a clock, afternoon, and continuing till the fourth, at ten a clock at night","1666.","Printed by Tho. Newcomb ...,","eng","Great Britain -- History -- Charles II, 1660-1685. Great Britain -- History, Naval -- Stuarts, 1603-1714.","R12619","T2787"
"A63767","Poor worm.","A trumpet blown in Sion, sounding an alarm in Gods holy mountain: or, A voice lifted up as a trumpet crying aloud, and not sparing, to shew the Lords people their transgressions, and the house of Jacob their sins. By a poor worm, that through the Lords great grace, hath found great blessings among the Presbyterian ministry, and by conversing with some of the Lords upright ones of the Presbyterian way; and also choice blessings among the ministry of the Independant and Baptized congregations, and some of the faithful with them.","printed in the year 1666.","[s.n.],","eng","Salvation -- Early works to 1800. Christian life -- Early works to 1800.","R220929","T3142C"
"A63849","Tully, T. (Thomas), 1620-1676.","A letter written to a friend in Wilts upon occasion of a late ridiculous pamphlet, wherein was inserted a pretended prophecie of Thomas Becket's, &c.","anno Dom. 1666.","printed by R.D.,","eng","Thomas, Saint, -- à Becket, 1118?-1170 -- Early works to 1800. Prophecies -- Early works to 1800.","R219444","T3246"
"A63951","Turnor, Edward, Sir, 1617-1676.","The speech of Sr. Edw. Turnor, Kt., speaker of the honourable House of Commons, to the Kings Most Excellent Majesty delivered on Friday the eighteeth day of January, 1666.","1666.","Printed by Tho. Ratcliffe, for Robert Pawlet ...,","eng","Political oratory -- England -- Early works to 1800. Great Britain -- Politics and government -- 1660-1688.","R21085","T3360"
"A63952","Turnor, Edward, Sir, 1617-1676.","The speech of Sr. Edw. Turnor, Kt., speaker of the honourable House of Commons, to the Kings Most Excellent Majesty delivered on Friday the eighth day of February 1666, upon the prorogation of the Parliament.","1666.","Printed by Tho. Ratcliffe, for Robert Pawlet ...,","eng","Political oratory -- England -- Early works to 1800. Great Britain -- Politics and government -- 1660-1688.","R1634","t3361"
"A64060","Twysden, John, 1607-1688.","Medicina veterum vindicata, or, An answer to a book, entitled Medela medicinæ in which the ancient method and rules are defended ... / by John Twysden ...","1666.","printed by J.G. for John Crook ...,","eng","Nedham, Marchamont, 1620-1678. -- Medela medicinae. Medicine -- Early works to 1800.","R20872","T3547"
"A64258","Taylor, Thomas, 1618-1682.","A loving exhortation to all kings, princes, potentates, bishops and people in the whole Christendom wherein is a distinction betwixt the true and false teachers ... / written by Thomas Taylor.","1666.","[s.n.],","eng","Theology, Doctrinal -- Early works to 1800. Society of Friends -- Doctrines.","R17705","T578"
"A64282","Teate, Faithful, b. 1621.","A discourse grounded on Prov. 12.5 the thoughts of the righteous are right, proving our state (god-ward) to be as our thoughts are ... with motives and rules for keeping thoughts right : in two parts / by Faithful Teate.","1666.","Printed by Nath. Thompson,","eng","Bible. -- O.T. -- Proverbs XII, 5 -- Commentaries.","R23738","T612"
"A64861","Vernon, John, fl. 1666.","The compleat scholler; or, A relation of the life, and latter-end especially, of Caleb Vernon who dyed in the Lord on the 29th of the ninth month, 1665. Aged twelve years and six months. Commending to youth the most excellent knowledge of Christ Jesus the Lord.","1666.","printed for the author,","eng","Vernon, Caleb, 1653-1665 -- Early works to 1800. Children -- Biography -- Early works to 1800.","R219857","V250B"
"A64918","","The victory over the fleet of the states General, obtained by His Majesties Navy Royal in the late engagement begun the 25 of July instant as it came from His Highness Prince Rupert, and His Grace the Duke of Albemarle.","1666.","Printed by Tho. Newcomb ...,","eng","England and Wales. -- Royal Navy. United Provinces of the Netherlands. -- Staten Generaal.","R15957","V349"
"A65296","Watson, Thomas, d. 1686.","The godly mans picture drawn with a scripture-pensil, or, Some characteristical notes of a man that shall go to heaven by Thomas Watson ...","1666.","Printed for Thomas Parkhurst ...,","eng","Puritans -- Doctrines. Christian life.","R38514","W1124"
"A65702","Whitby, Daniel, 1638-1726.","Dos pou sto, or, An answer to Sure footing, so far as Mr. Whitby is concerned in it wherein the rule and guide of faith, the interest of reason, and the authority of the church in matters of faith, are fully handled and vindicated, from the exceptions of Mr. Serjeant, and petty flirts of Fiat lux : together with An answer to five questions propounded by a Roman Catholick / by Daniel Whitby ...","1666.","Printed by W. Hall, for R. Davis,","eng","Sergeant, John, 1622-1707. -- Sure-footing in Christianity. J. V. C. -- (John Vincent Canes), d. 1672. -- Fiat lux.","R38592","W1725"
"A65985","Wigglesworth, Michael, 1631-1705.","The day of doom; or A description of the great and last judgment With a short discourse about eternity","1666.","printed by J.G. for P.C.,","eng","Judgment Day -- Poetry -- Early works to 1800.","R222018","W2100"
"A66367","Williams, Gryffith, 1589?-1672.","Truth vindicated, against sacriledge, atheism, and prophaneness and likewise against the common invaders of the rights of Kings, and demonstrating the vanity of man in general. By Gryffith Williams now Lord Bishop of Ossory.","M.DC.LXVI. [1666]","printed for Randall Taylor at the Three Crowns in Little-Britain, and in Westminster-Hall,","eng","Monarchy -- Great Britain -- Early works to 1800. Great Britain -- Politics and government -- 1660-1688 -- Early works to 1800.","R222610","W2674"
"A66579","Wilson, Joseph, d. 1678.","The vanity of humane inventions held forth in a brief exercitation upon the controverted ceremonies, managed in certain queries : first drawn up for the satisfaction of some private friends, and now made publick for the good of others.","1666.","[s.n.],","eng","Church of England -- Controversial literature. Rites and ceremonies -- Controversial literature.","R2749","W2928"
"A66752","Wither, George, 1588-1667.","Ecchoes from the sixth trumpet. The first part reverberated by a review of neglected remembrances, abreviating [sic] precautions and predictions heretofore published at several times, upon sundry occasions, to forewarn what the future effects of divine justice would be, as soon as our sinnes were full ripe,if not prevented by timely repentance : most part of the predictions have been already seen or heard verified, both by the author yet living, and by many others, who observed at what times, in what manner, upon what persons, and in what places they were literally or mystically fulfilled : collected out of the said authors printed books, who conscienciously [sic] observed on what divine prophesies the said predictions were grounded, as also God's late frequent intermixture of judgments and mercies, to reclaim this generation.","LorD haVe MerCIe Upon Us [i.e. 1666]","Imprinted in the year chronogrammically expressed, in this seasonable prayer,","eng","Great Britain -- History -- Stuarts, 1603-1714 -- Poetry.","R38724","W3155"
"A66777","Wither, George, 1588-1667.","Sigh for the pitchers breathed out in a personal contribution to the national humiliation the last of May, 1666, in the cities of London and Westminster, upon the near approaching engagement then expected between the English and Dutch navies : wherewith are complicated such musings as were occasioned by a report of their actual engagement, and by observing the publike rejoycing whilst this was preparing by the author / George Wither.","1666]","s.n.,","eng","Anglo-Dutch War, 1664-1667 -- Poetry. Great Britain -- History -- Charles II, 1660-1685 -- Poetry.","R12139","W3190"
"A67335","Waller, Edmund, 1606-1687.","Instructions to a painter for the drawing of the posture & progress of His Ma[jes]ties forces at sea, under the command of His Highness Royal together with the battel & victory obtained over the Dutch, June 3, 1665 / by Edm. Waller, Esq.","1666.","Printed for Henry Herringman ...,","eng","War poetry, English. Anglo-Dutch War, 1664-1667 -- Poetry.","R18618","W500"
"A67420","Wallis, Ralph, d. 1669.","More news from Rome, or, Magna Charta discoursed of between a poor man & his wife as also a new font erected in the cathedral-church at Gloucester in October 1663, and consecrated by the reverend moderate bishop, Dr. William Nicolson ... : as also an assertion of Dr. William Warmstrey ... wherein he affirmeth that it is a lesser sin for a man to kill his father than to refrain coming to the divine service established in the Church of England ...","Anno. 1666, when time shall come.","Imprinted at London for the author for the only benefit of his wife and children,","eng","Janson, Henry, -- Sir, 1616 or 17-ca. 1684. -- Philanax Anglicus. Church of England -- Controversial literature.","R15738","W616"
"A67572","Ward, Seth, 1617-1689.","A sermon preached before the peers, in the abby-church at Westminster October 10, MDCLXVI / by Seth Lord Bishop of Exon.","1666.","Printed by E.C. for James Collins ...,","eng","Bible. -- O.T. -- Ecclesiastes XI, 9 -- Sermons. Sermons, English -- 17th century.","R10647","W828"
"A67762","Younge, Richard.","No wicked man a wise man, true wisdom described the excellency of spiritual, experimental, and saving knowledge, above all humane wisdom and learning ... / by R. Younge ...","1666.","Printed by Tho. Milbourn, and are to be sold by James Crumpe ... and by Peter Parker ...,","eng","Wisdom -- Religious aspects -- Christianity.","R14648","Y167"
"A70287","Howgill, Francis, 1618-1669.","A copy of a paper sent to John Otway, Justice of the Peace, concerning swearing","1666?]","s.n.,","eng","Oaths -- Quaker authors. Society of Friends -- Apologetic works.","R21667","H3155A"
"A70852","Price, Laurence.","A key to open heaven-gate. Or, a ready path to lead to heaven Written and printed for the benefit of all true Christians, to read hear and make good use of, before it be too late. And therefore I advise every man, and every woman to observe and give good heed to what is spoken in this little book, and they shall be sure to finde sweetnesse, and happinesse in this world, and eternall joys in the world to come, through the might, merits, and mercies of Jesus Christ; who saith, Aske and you shall have, seeke, and yee shall finde, knock and it shall be opened unto you. Written by Laurence Price.","1666.","printed for T. Vere at the sign of the Angel without Newgate,","eng","Christian life -- Early works to 1800. Conduct of life -- Early works to 1800.","R221535","P3370"
"A70855","Paravicino, Pietro.","A short Italian dictionary, expounded into English in the which is contained all the words that are used in the Italian tongue ending in the vowel (e) ...","1666.","Printed for Thomas Clark ...,","eng","Italian language -- Dictionaries -- English.","R22641","P344"
"A71109","England and Wales.","Articles of peace concluded and agreed between His Excellency the Lord Bellasyse, His Majesties governour of his city and garrison of Tangier in Affrica, &c. and Cidi Hamlet Hader Ben Ali Gayland, Prince of VVest-Barbary, &c. the second of April, 1666","1666.","[s.n.],","eng","Great Britain -- Foreign relations -- Treaties. Africa, North -- History -- 1517-1882.","R20222","T135"
"A71231","Wettenhall, Edward, 1636-1713.","Enter into thy closet, or A method and order for private devotion A treatise endeavouring a plain discovery of the most spiritual and edifying course of reading, meditation, and prayer; and so, of self examination, humiliation, mortification, and such most necessary Christian duties, by which we sue out the pardon of our sins from Heaven, and maintain an holy converse with God. Together with particular perswasives thereunto, and helps therein.","1666.","printed for John Martyn, and are to be sold at Will. Faithornes without Temple-Bar,","eng","Church of England -- Prayer-books and devotions -- Early works to 1800. Devotional literature, English -- Early works to 1800.","R217163","W1495B"
"A75822","Gentleman that loves men more than money.","Avaritia coram tribunali: or, the miser arraign'd at the bar of scripture and reason for his sinful neglect of charity, in this present lamentable and dreadful visitation of the plague. By a gentleman that loves men more than money.","1666.","printed for Elizabeth Calvert, and are to be sold at the Black-spread-Eagle, at the west end of S. Paul's,","eng","Charity -- Early works to 1800. Plague -- Early works to 1800.","R223581","A4266"
"A75960","Ag., Ph.","The power & practice of court-leets with the manner of keeping a court of survey for mannors, lands and tenements. Also, certain dubious cases in law opened and interpreted. Published for the common good of all, both landlords, tenants and others. By Ph. Ag. of Grays Inne, Esq.","1666.","printed for Samuel Speed, at the Rainbow in Fleetstreet,","eng","Courts -- Law and legislation -- England -- Early works to 1800. Landlord and tenant -- Cases -- England -- Early works to 1800.","R225967","A752"
"A76131","Baxter, Benjamin, Preacher of the Gospel.","The doctrine of self-posing, or, a Christians duty of putting cases of difficulty to himself Being the summe of some sermons preached at Upton upon Seavern, in the county of Worcester. By B. Baxter, late minister of the gospel there, but now removed.","1666.","printed for Peter Parker, and are to be sold at his shop under Creed-Church near Aldgate,","eng","Spiritual life -- Early works to 1800.","R230135","B1170A"
"A77803","Bunworth, Richard.","A new discovery of the French disease and running of the reins their causes, signs, with plain and easie direction of perfect curing the same. By R. Bunworth,","1666.","printed for Henry Marsh at the Princes-Arms in Chancery-lane,","eng","Sexually transmitted diseases -- Early works to 1800. Syphilis -- Early works to 1800.","R232652","B5477"
"A77996","Burroughs, Jeremiah, 1599-1646.","The rare jewel of Christian contentment Wherein is shewed; 1. What contentment is. 2. The holy art or mystery of it. 3. Several lessons that Christ teacheth, to work the heart to contentment. 4. The excellencies of it. 5. The evils of murmuring. 6. The aggravations of the sin of murmuring. By Jeremiah Burroughs. The first of the eleven volumes that are published by Thomas Goodwin, William Greenhil, Sydrach Sympson, Philip Nye, William Bridge, John Yates, William Adderly.","1666.","printed for Ben. Billingsley at the Printing-press in Cornhill, over against Popes Head-Alley,","eng","Contentment -- Sermons -- Early works to 1800. Christian life -- Early works to 1800.","R201188","B6107B"
"A79302","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation for a thanksgiving for the late victory by His Majesties naval forces, against the Dutch","1666.","printed by John Bill and Christopher Barker, printers to the Kings most excellent Majesty,","eng","Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Early works to 1800. Broadsides -- England","R206531","C3313"
"A79623","Church of England. Diocese of Rochester. Bishop (1637-1666 : Warner)","Articles of visitation and enquiry concerning matters ecclesiastical, according to the laws and canons of the Church of England Exhibited to the Church-wardens and sidemen of every parish within the diocess of Rochester. By the right reverend father in God, Iohn Lord Bishop of Rochester, at his visitation in the year of our Lord God, 1666.","1666.","printed by Andrew Coe,","eng","Church of England -- Pastoral letters and charges -- Early works to 1800. Visitations, Ecclesiastical -- England -- Early works to 1800.","R223897","C4079D"
"A80816","Crisp, Stephen, 1628-1692.","An epistle to Friends concerning the present and succeeding times being a faithful exhortation and warning to all Friends who profess the truth to beware of the manifold wiles of the enemy and to stand armed in the light of the Lord God of heaven and earth against his assaults, that so they may be ready to answer the call and requirings of the Lord : also, some thing signified of the mistery of the succeeding times, that all may be prepared and that the evil day may not overtake any at unawares, but such as turn away their ear from counsel / by Stephen Crisp.","1666.","[s.n.],","eng","Society of Friends -- Pastoral letters and charges.","R202128","C6931"
"A80818","Crisp, Stephen, 1628-1692.","A word in due season, or, Some harvest meditations with a warning from the Lord God to all people in England, to leave off their wicked and foolish customs in their harvest, before the anger of the Lord be kindled against them, and there be no remedy.","1666]","s.n.,","eng","Harvesting -- England -- Christianity. Broadsides -- England -- 17th century.","R229330","C6944"
"A81069","Crouch, John, fl. 1660-1681.","Potērion glykypikron. London's bitter-sweet-cup of tears, for her late visitation: and joy, for the King's return With a complement (in the close) to France. By Iohn Crouch.","1666.","printed for Thomas Palmer, at the Crown in Westminster-Hall,","eng","Charles -- II, -- King of England, 1630-1685 -- Early works to 1800. Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Early works to 1800.","R231707","C7304A"
"A85898","Worshipful Company of Parish Clerks.","A generall bill for this present year, ending the 19 of December 1665. according to the report made to the Kings most excellent Majesty By the Company of Parish Clerks of London, &c.","1666]","s.n.,","eng","Mortality -- England -- London -- Tables -- Early works to 1800. London (England) -- Statistics, Vital -- Early works to 1800.","R231267","G491A"
"A86466","Hollar, Wenceslaus, 1607-1677.","A true and exact prospect of the famous citty of London from S. Marie overs steeple in Southwarke in its flourishing condition before the fire","1666]","s.n.,","eng","Fires -- England -- London -- Early works to 1800. Broadsides -- England","R231016","H2451A"
"A87330","Ireland. Commissioners for executing the Act of Settlement and the Act of Explanation.","Rules, orders, and directions appointed by his Majesties Commissioners for executing the Act of Settlement and the Act of Explanation of the same, to be observed by all persons concerned before them.","1666.","printed by John Crook, printer to the Kings most excellent Majestie,","eng","Ireland -- History -- 1660-1688 -- Early works to 1800.","R226681","i646"
"A89320","Morland, Samuel, Sir, 1625-1695.","A new method of cryptography, humbly presented to the most serene Majesty of Charles the II. By Samuel Morland knight and baronet, and one of the gentlemen of his Majestie's privy chamber in ordinary. 1666","1666]","s.n.,","eng","Cryptography -- Early works to 1800.","R231122","M2781A"
"A91186","Prynne, William, 1600-1669.","An exact chronological history and full display of popes intollerable usurpations upon the antient just rights, liberties, of the kings, kingdoms, clergy, nobility, commons of England and Ireland","1666]","s.n.,","eng","Papacy -- Controversial literature -- Early works to 1800. Great Britain -- History -- Early works to 1800.","R232177","P3962A"
"A92373","","A Relation of the passages in the battel at sea, between the fleet of England, and the United Neitherlands [sic] collected according to the charge & order of the Lords States General, dated June 24/14 [sic] 1666 / by the Lords De Witt, councill-pensioner, Vrybergen, Van der Hoolck, Kan & Gerlacius, deputies & plenipotentiaries of the States General, at present beeing in the VVielings, for expediteing [sic] & over the imploy of the foresaid Neitherlands [sic] fleet ; translated faithfully out of the Dutch copy, & published for the undeceiving of the English nation.","Printed Anno 1666.","s.n.],","eng","Four Days' Battle, 1666. Anglo-Dutch War, 1664-1667.","R42557","R856A"
"A92820","","The second part of the nevv ballad of the late and terrible fight on St. James's Day one thousand 666 to the tune of the first part written and printed at London.","Printed in the Year, 1666.","s.n.],","eng","Allen, Thomas, -- Sir. Holmes, John, -- Sir, 1640?-1683.","R42856","S2310A"
"A93278","Sympson, Thomas, supposed author.","England's palladion, or, Britain's naval-glory expressed in a panegyrick, beginning with a loyal salutation of the Royal Navie : with three additional poems I. A congratulation on the late victory, &c. II. The burning island, &c. III. A præmonition to the states of Holland / by T.S. ...","Printed in the Year M. DC.LXVI [1666]","[s.n.],","eng","England and Wales. -- Royal Navy -- Poetry. Great Britain -- History, Naval -- Stuarts, 1603-1714.","R43927","S3829"
"A93280","Simpson, William, 1627?-1671.","Going naked a signe [by] William Simpson.","[1666?]","Printed for M.W.,","eng","Church of England -- Controversial literature. Dissenters, Religious -- England.","R43742","S3846"
"A93281","Simpson, William, 1627?-1671.","Going naked a signe","1666.","Printed for Robert Wilson, at the Black-Spread-Eagle, in Martins near Aldersgate,","eng","Church of England -- Controversial literature. Dissenters, Religious -- England.","R184182","S3847"
"A95297","Somner, John.","A True relation or accompt of the whole procedure between the Corporation at Canterbury, and Mr. John Somner, concerning the New-Market- House there","Printed. 1666.","[s.n.],","eng","Somner, John. Marketplaces -- England -- Canterbury -- Early works to 1800.","R42943","t3082"
"A95690","Corporation of London (England)","A Table of the severall scantlings & sorts of tymber that shall bee vsed in ye future buildings of all edifices within the citty of London and liberties thereof agreed upon by the lord maior, aldermen, & com̃ons of the said citty in com̃on councell assembled as a rule for those that are to build, and a direction for those that are minded to furnish tymber for that service.","[1666]","Sold by Nathanael Brooke ...,","eng","Lumber -- Law and legislation -- England -- London. Lumber -- Tables -- Early works to 1800.","R42587","T84"
"A96435","Whiting, Samuel, 1597-1679.","Abraham's humble intercession for Sodom, and the Lord's gracious concessions in answer thereunto containing sundry meditations upon Gen. XVIII. from ver. XXIII. to the end of the chapter. Wherein many things are spoken of concerning believers drawing near to God, and the efficacy of their prayers; and how they may be princes and prevailers with God, and with what boldness they may come before him, and what ground they may get of him by their prayers, and what sweet communing they have with him. With sundry other things worthy of our most serious thoughts, helping us to be more spiritual and heavenly, which may prepare us for that everlasting communion and fellowship that we hope to arrive at, and come to in a blessed state of glory by Jesus Christ. By Samuel Whiting, Pastor of the Church of Christ at Lyn in N.E. [Three lines of Scripture texts]","1666.","Printed and sold [by Samuel Green] at Cambridge,","eng","Prayer -- Early works to 1800.","W15363","W2022"
"A96485","Wild, Robert, 1609-1679.","The loyal nonconformist; or, An account what he dare swear, and vvhat not.","Printed in the year, 1666.","s.n.],","eng","Loyalty oaths -- Early works to 1800. Dissenters, Religious -- England.","R228842","W2141"
"A96537","Willis, Thomas, 1619 or 20-1692.","A help for the poor who are visited with the plague: to be communicated to them by the rich or, by any pious Christian, whose bowels of compassion are moved towards them, in the apprehension of their comfortless condition, and the great danger of their dying in their sins. Consisting of two parts. The first, shewing them their duty and concernment in this condition. The second, exhibiting certain forms of meditation, prayer and praise, suited to the beginning, continuance and issue of their visitation. Both composed out of compassion to the poor, who in this contagious sickness want the benefit of a spiritual physician (a wise and able minister to instruct them, and pray with them:) and designed to be a help and means to save their souls: ... By Thomas Willes, late minister of Shadwell.","1666.","printed for Peter Parker in Popes-head-Alley,","eng","Christian literature -- Early works to 1800. Poor -- Services for -- England -- Early works to 1800.","R230886","W2307A"
"A96936","","The worlds wonder! or, The prophetical fish. Being a full description of this monster, its length & breadth with predictions on it. As it was taken by fisher-men in the port of Cucanga, neer the province and kingdom of China, in the year 1664. and sent to the emperour of Germany, and from thence convey'd to his Royal Majesty, the king of Greeat Brittain, &c. To the tune of, When stormy winds do blow.","[1666]","Printed for R. White at the Bible in GIltspur-street.,","eng","Charles -- II, -- King of England, 1630-1685 -- Poetry. Great Britain -- Politics and government -- Poetry.","R234035","w3593b"
